,Anzahl,Firma,Jahr,Lehrstelle,Ort
61,1,GA Weissenstein GmbH,2019,Detailhandelsassistent/in (Eisenwaren) EBA,Solothurn (SO)
62,1,Breakshop,2019,Detailhandelsassistent/in (Elektrofach) EBA,St. Gallen (SG)
63,1,Senevita Wydenpark,2019,Detailhandelsassistent/in (Farben) EBA,Studen BE (BE)
64,1,Sozial-BeratungsZentrum,2019,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Sursee (LU)
65,1,Casa Depuoz,2019,Detailhandelsassistent/in (Flower) EBA,Trun (GR)
66,1,Sunshine Reisen,2019,Detailhandelsassistent/in (Garden) EBA,Waldstatt (AR)
67,1,Electronova-Zug.ch,2019,Detailhandelsassistent/in (Haushalt) EBA,Zug (ZG)
68,1,Christian Goldschmiede AG,2019,Detailhandelsassistent/in (Kiosk) EBA,Zürich (ZH)
69,1,Lean Personal AG,2019,Detailhandelsassistent/in (Landi) EBA,Zürich (ZH)
70,1,mr. clean,2019,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Zürich (ZH)
71,4,Stiftung bvz Berufslehr-Verbund Zürich,2019,Detailhandelsassistent/in (Möbel) EBA,Zürich (ZH)
72,1,Swisscom AG,2019,Detailhandelsassistent/in (Musikinstrumente) EBA,Zürich (ZH)
73,1,Carrosserie des Hunaudières Sàrl,2018,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Aclens (VD)
74,1,Carrosserie Lo Verde Sàrl,2018,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Aclens (VD)
75,1,Garage Maan,2018,Detailhandelsassistent/in (Papeterie) EBA,Aclens (VD)
76,1,Amrein Autospritzwerk GmbH,2019,Detailhandelsassistent/in (Parfumerie) EBA,Adligenswil (LU)
77,1,Binelli Zürich-City AG,2019,Detailhandelsassistent/in (Post) EBA,Adliswil (ZH)
78,1,hoffmann automobile ag,2019,Detailhandelsassistent/in (Schuhe) EBA,Aesch BL (BL)
79,1,René Sahli Autolackiererei,2019,Detailhandelsassistent/in (Spielwaren) EBA,Aesch ZH (ZH)
80,2,Galliker Transport AG,2019,Detailhandelsassistent/in (Sportartikel) EBA,Altishofen (LU)
81,1,Zünd MobilCenter AG,2019,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Altstätten SG (SG)
82,1,Carrosserie Oser AG,2019,Detailhandelsassistent/in (Textil) EBA,Arisdorf (BL)
83,1,Carrosserie d'Auvernier SA,2019,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Auvernier (NE)
84,1,Carrosserie Hess AG,2019,Detailhandelsassistent/in (Zoofachhandel) EBA,Bellach (SO)
85,1,Carrosserie Heinz Jaberg AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Belp (BE)
86,1,Th. Willy AG,2019,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Bern (BE)
87,1,Touring Garage Rutsch AG,2019,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Bern (BE)
88,1,AMAG Automobil- und Motoren AG,2019,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Bern 22 (BE)
89,1,Carrosserie Donauer GmbH,2019,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Bettlach (SO)
90,1,Carrosserie Nino SA,2018,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Bex (VD)
91,1,A-5 Carrosserie AG,2019,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Biberist (SO)
92,1,Orpundgarage Biel AG,2019,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Biel/Bienne (BE)
93,1,Garage du Jura SA,2019,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Biel/Bienne 6 (BE)
94,1,Carrosserie- und Autospritzwerk Giovanni Birolini,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Bilten (GL)
95,1,Carrosserie- und Spritzwerk Rüegg,2019,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Bilten (GL)
96,1,Remund AG,2019,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Büchslen (FR)
97,1,Carrosserie de l'Arsenal Sàrl,2019,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Bulle (FR)
98,1,Carpark GmbH,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Bürglen TG (TG)
99,1,Capararo Spritzwerk AG,2019,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Chur (GR)
100,1,Carrosserie Claus,2019,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Chur (GR)
101,1,Carrosserie Theus,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Chur (GR)
102,1,Emil Frey AG,2019,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Chur (GR)
103,1,AMAG Automobiles et Moteurs SA,2018,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Crissier (VD)
104,1,Emil Frey SA,2018,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Crissier (VD)
105,1,Carrosserie Tüscher AG,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Dällikon (ZH)
106,1,AMAG Automobil- und Motoren AG,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Davos Platz (GR)
107,1,Galliker Service AG,2019,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Dielsdorf (ZH)
108,1,AMAG,2019,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Dübendorf (ZH)
109,1,Emil Frey AG,2019,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Dübendorf (ZH)
110,1,Carrosserie Rrahmani,2018,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Duillier (VD)
111,1,AMAG Automobil- und Motoren AG,2019,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Dulliken (SO)
112,1,Koch R + M,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Einsiedeln (SZ)
113,1,Mercedes-Benz Automobil AG,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Emmenbrücke (LU)
114,1,Carrosserie Nouvelle Brunet Fils,2018,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Epalinges (VD)
115,1,Carrosserie Häfliger GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Escholzmatt (LU)
116,1,Carrosserie D. R. Favre SA,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Etoy (VD)
117,1,ACW Auto-Center Visp AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Eyholz (VS (de))
118,1,Carrosserie Etter,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Faoug (VD)
119,1,Thürlemann AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Flawil (SG)
120,1,Bütikofer Automobile AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Frauenfeld (TG)
121,1,Carrosserie Winiger AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Frauenfeld (TG)
122,1,AMAG Automobiles et Moteurs SA,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Freiburg 1 (FR)
123,1,Garage Carrosserie Centra AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Gamsen (VS (de))
124,1,Carrosserie Stalder AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Geuensee (LU)
125,1,Beat Bachmann,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Glattbrugg (ZH)
126,1,RRG Zürich SA,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Glattpark (Opfikon) (ZH)
127,1,Carrosserie und Lackiererei Lengen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Glis (VS (de))
128,1,Vogelsang AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Grenchen (SO)
129,1,Carrosserie Schacher GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Grosswangen (LU)
130,1,Emil Frey Betriebs AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Härkingen (SO)
131,1,Gabriel Gmünder AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Haslen AI (AI)
132,1,Auto Kogler AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Hellbühl (LU)
133,1,Carrosserie Pfister AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Herisau (AR)
134,1,Carrosserie Wüest AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Hochdorf (LU)
135,1,Haas Carrosserie GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Horgen (ZH)
136,1,LRA Carpoint GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Höri (ZH)
137,1,Autospritzwerk Beni Bosshart,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Jona (SG)
138,1,InterBUS AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Kerzers (FR)
139,1,AMAG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Kloten (ZH)
140,1,Schenkel & Weibel GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Kloten (ZH)
141,1,Schneider Carrosserie + Spritzwerk GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Kradolf (TG)
142,1,Scarascia GmbH,2019,Diätkoch/-köchin EFZ,Kreuzlingen (TG)
143,1,Emil Frey AG Kriens,2019,Drogist/in EFZ,Kriens (LU)
144,1,Ercolani Autospenglerei - Malerei AG,2019,Drucktechnologe/-login EFZ,Kriens (LU)
145,1,Garage Galliker Nidfeld AG,2019,Drucktechnologe/-login (Bogendruck) EFZ,Kriens (LU)
146,1,Nuttli AG,2019,Drucktechnologe/-login (Reprografie) EFZ,Kriens (LU)
147,1,SCC Swiss CarCenter AG,2019,Drucktechnologe/-login (Rollendruck) EFZ,Kriens (LU)
148,1,Th. Willy AG Auto-Zentrum,2019,Drucktechnologe/-login (Siebdruck) EFZ,Kriens (LU)
149,1,Emil Frey SA - Genève,2019,"Medientechnologe/-login (Print) EFZ, in Anhörung",La Chaux-de-Fonds (NE)
150,1,"Garage de l'Etoile, ROX'OTZ SA",2019,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",La Chaux-de-Fonds (NE)
151,1,Carrosserie Autospritzwerk Ludwig AG,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Landquart (GR)
152,1,AMAG Automobiles et Moteurs SA,2018,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Lausanne (VD)
153,1,Carrosserie Marmier,2018,Elektroinstallateur/in EFZ,Lausanne (VD)
154,1,Carrosserie Roland Winiger SA,2018,Elektroniker/in EFZ,Lausanne (VD)
155,1,Abt Automobile AG,2019,Elektroplaner/in EFZ,Liestal (BL)
156,1,Carrosserie Luzern AG,2019,Entwässerungspraktiker/in EBA,Luzern (LU)
157,1,Soland AG,2019,Entwässerungstechnologe/-login EFZ,Luzern (LU)
158,1,Carrosserie du Bourg Sàrl,2019,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Martigny (VS (fr))
159,1,PSA Retail (Suisse) SA,2019,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Moosseedorf (BE)
160,1,Carrosserie Scheidegger SA,2018,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Morges (VD)
161,1,Carrosserie Grünig AG,2019,Fachmann/-frau Betreuung EFZ,Münchenbuchsee (BE)
162,1,Auto Dünki AG,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Neftenbach (ZH)
163,1,Carrosserie des Parcs,2019,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Neuenburg (NE)
164,1,Grueben Spritzwerk GmbH,2019,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Niederbüren (SG)
165,1,Carrosserie Schnyder,2019,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Niedergampel (VS (de))
166,1,Garage & Spritzwerk Alabaku GmbH,2019,Fachmann/-frau Betriebsunterhalt EFZ,Niederglatt ZH (ZH)
167,1,Carrosserie Spritztechnik,2019,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Oberbuchsiten (SO)
168,1,Gräub Auto Center AG,2019,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Oberentfelden (AG)
169,1,Hirn Oberriet AG,2019,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Oberriet SG (SG)
170,1,Emil Frey AG,2019,Fachmann/-frau Gesundheit EFZ,Ostermundigen (BE)
171,1,Kestenholz Automobil AG,2019,Fachmann/-frau Hauswirtschaft EFZ,Pratteln (BL)
172,1,Garage B. Schmid AG,2019,Fachmann/-frau Information und Dokumentation EFZ,Reinach BL (BL)
173,1,Carrosserie Mischler & Fils SA,2018,Fachmann/-frau Kundendialog EFZ,Renens VD (VD)
174,1,Garage de l'Etoile,2018,Fachmann/-frau Leder und Textil EFZ,Renens VD (VD)
175,1,Carrosserie Claude Pasquier SA,2019,Fachmann/-frau Leder und Textil (Fahrzeuge und Technik) EFZ,Riaz (FR)
176,1,Carrosserie Batliner GmbH,2019,Fachmann/-frau Leder und Textil (Feinlederwaren) EFZ,Rorschach (SG)
177,1,Küry Automobile AG,2019,Fachmann/-frau Leder und Textil (Pferdesport) EFZ,Rüschlikon (ZH)
178,1,car schaller ag,2019,Fachmann/-frau öffentlicher Verkehr EFZ,Ruswil (LU)
179,1,Emil Frey AG,2019,Fachmann/-frau öffentlicher Verkehr (Planung) EFZ,Safenwil (AG)
180,1,Carrosserie Daddy S.A.,2018,Fachmann/-frau öffentlicher Verkehr (Zugbegleitung) EFZ,Saignelégier (JU)
181,1,Carrosserie 2000 SA,2019,Fachmann/-frau Textilpflege EFZ,Salgesch (VS (de))
182,1,Garage Planüra AG,2019,Fachmann/-frau Textilpflege (Textilreinigung) EFZ,Samedan (GR)
183,1,Autostern Zürichsee AG,2019,Fachmann/-frau Textilpflege (Wäscherei) EFZ,Samstagern (ZH)
184,1,Garage ETPL SA,2018,Fahrradmechaniker/in EFZ,Satigny (GE)
185,1,Fuchs GmbH,2019,Fahrzeugschlosser/in EFZ,Schachen LU (LU)
186,1,Kreuzgarage,2019,Fassadenbauer/in EFZ,Schaffhausen (SH)
187,1,Carrosserie Fischer AG,2019,Fassadenbaupraktiker/in EBA,Schenkon (LU)
188,1,Tiefenbach-Garage AG,2019,Feinwerkoptiker/in EFZ,Schlatt TG (TG)
189,1,AMAG First AG,2019,Fleischfachassistent/in EBA,Schlieren (ZH)
190,1,Carrosserie Erni AG,2019,Fleischfachassistent/in (Produktion und Verarbeitung) EBA,Schlieren (ZH)
191,1,Emil Frey AG,2019,Fleischfachassistent/in (Vorbereitung und Verkauf) EBA,Schlieren (ZH)
192,1,Mercedes-Benz Automobil AG,2019,Fleischfachmann/-frau EFZ,Schlieren (ZH)
193,1,Steiner Hanspeter AG,2019,Fleischfachmann/-frau (Feinkost und Veredelung) EFZ,Schübelbach (SZ)
194,1,Carrosserie Lang GmbH,2019,Fleischfachmann/-frau (Gewinnung) EFZ,Seewen SZ (SZ)
195,1,Garage Carrosserie Moser AG,2019,Fleischfachmann/-frau (Verarbeitung) EFZ,Seuzach (ZH)
196,1,Emil Frey AG,2019,Flexodrucker/in EFZ,Sihlbrugg (ZG)
197,1,Franz Kurz AG,2019,Florist/in EBA,Sissach (BL)
198,1,Carrosserie Blasi,2019,Florist/in EFZ,St. Gallen (SG)
199,1,Emil Frey AG,2019,Formenbauer/in EFZ,St. Gallen (SG)
