,Anzahl,Firma,Jahr,Lehrstelle,Ort
125,1,Bäckerei Schnüriger GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Rothenthurm (SZ)
126,1,Café Conditorei Bäckerei Fäh AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Sargans (SG)
127,1,Café Studio GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Sargans (SG)
128,1,Le Fournil Romand SA,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Satigny (GE)
129,1,Zuckerbäckerei Ermatinger AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Schaffhausen (SH)
130,2,Coop Verteilzentrale,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Schafisheim (AG)
131,1,Chnusper-Becke AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Schönried (BE)
132,2,Bäckerei Zihlmann AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Schüpfheim (LU)
133,1,Marcel Schmid GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Sedrun (GR)
134,1,Bäckerei-Konditorei Zwyssig,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Sempach (LU)
135,1,Willi Beck AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Sempach (LU)
136,1,Boulangerie Duvoisin Sàrl,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Servion (VD)
137,1,Gunzenhauser Bäckerei + Konditorei AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Sissach (BL)
138,2,JOWA SA,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Sitten (VS (fr))
139,2,Yves Studer,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Solothurn (SO)
140,1,Bäckerei-Konditorei Frei,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,St. Gallen (SG)
141,1,Bäckerei-Konditorei Moor,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,St. Gallen (SG)
142,2,Café Gschwend AG,2019,Diätkoch/-köchin EFZ,St. Gallen (SG)
143,1,Bäckerei Künzler GmbH,2019,Drogist/in EFZ,St. Margrethen SG (SG)
144,1,Bäckerei-Konditorei BAD,2019,Drucktechnologe/-login EFZ,St. Moritz (GR)
145,1,Klosterbäckerei GmbH,2019,Drucktechnologe/-login (Bogendruck) EFZ,St. Urban (LU)
146,1,Bäckerei-Konditorei Waeber GmbH,2019,Drucktechnologe/-login (Reprografie) EFZ,St. Ursen (FR)
147,1,Beck Berwert,2019,Drucktechnologe/-login (Rollendruck) EFZ,Stalden (Sarnen) (OW)
148,1,Christen Beck AG,2019,Drucktechnologe/-login (Siebdruck) EFZ,Stans (NW)
149,1,Bäckerei-Confiserie Galli AG,2019,"Medientechnologe/-login (Print) EFZ, in Anhörung",Steffisburg (BE)
150,1,Konditorei am Schaubmarkt,2019,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Stein am Rhein (SH)
151,1,Landbeck AG,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Stüsslingen (SO)
152,2,Mohn AG,2019,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Sulgen (TG)
153,2,Café Koller AG,2019,Elektroinstallateur/in EFZ,Sursee (LU)
154,1,Schieler Bäckerei AG,2019,Elektroniker/in EFZ,Tafers (FR)
155,1,Bäckerei Koller GmbH,2019,Elektroplaner/in EFZ,Teufen AR (AR)
156,1,Bäckerei Motzer AG,2019,Entwässerungspraktiker/in EBA,Thal (SG)
157,1,Kölli Beck,2019,Entwässerungstechnologe/-login EFZ,Thalwil (ZH)
158,1,Ruch-Eggenschwiler Thomas,2019,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Thörigen (BE)
159,1,Bäckerei-Konditorei Café Brötie,2019,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Thun (BE)
160,1,Marc Rupp,2019,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Thun (BE)
161,1,Stgier ScRL,2019,Fachmann/-frau Betreuung EFZ,Tiefencastel (GR)
162,1,Hunger AG,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Triengen (LU)
163,1,Wylandbeck,2019,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Truttikon (ZH)
164,1,Bäckerei-Konditorei Stutz GmbH,2019,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Unterlunkhofen (AG)
165,1,Ueli der Beck AG,2019,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Urtenen-Schönbühl (BE)
166,1,Boulangerie-pâtisserie chez Saba,2018,Fachmann/-frau Betriebsunterhalt EFZ,Vallorbe (VD)
167,1,Boulangerie Jotterand Nicolas,2018,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Vevey (VD)
168,1,Chabloz Eric Boulangerie-Pâtisserie,2018,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Villars-Mendraz (VD)
169,1,Beck Fischer AG,2019,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Volketswil (ZH)
170,3,Jowa AG,2019,Fachmann/-frau Gesundheit EFZ,Volketswil (ZH)
171,1,Bäckerei-Konditorei Röthlisberger,2019,Fachmann/-frau Hauswirtschaft EFZ,Wabern (BE)
172,1,Live Beck - Kafi Pause,2019,Fachmann/-frau Information und Dokumentation EFZ,Wädenswil (ZH)
173,1,Bäckerei-Konditorei Gerig,2019,Fachmann/-frau Kundendialog EFZ,Waldstatt (AR)
174,1,Meyerhans Bäckerei-Konditorei AG,2019,Fachmann/-frau Leder und Textil EFZ,Walzenhausen (AR)
175,1,Nafzger GmbH,2019,Fachmann/-frau Leder und Textil (Fahrzeuge und Technik) EFZ,Wängi (TG)
176,2,Bäckerei Abderhalden AG,2019,Fachmann/-frau Leder und Textil (Feinlederwaren) EFZ,Wattwil (SG)
177,1,Wehren's,2019,Fachmann/-frau Leder und Textil (Pferdesport) EFZ,Weggis (LU)
178,1,dä sunne beck strassmann,2019,Fachmann/-frau öffentlicher Verkehr EFZ,Weinfelden (TG)
179,1,Markus Montanari,2019,Fachmann/-frau öffentlicher Verkehr (Planung) EFZ,Wetzikon ZH (ZH)
180,1,Migros Ostschweiz,2019,Fachmann/-frau öffentlicher Verkehr (Zugbegleitung) EFZ,Wetzikon ZH (ZH)
181,1,Bäckerei-Konditorei-Confiserie,2019,Fachmann/-frau Textilpflege EFZ,Wiesendangen (ZH)
182,2,My Weibel AG,2019,Fachmann/-frau Textilpflege (Textilreinigung) EFZ,Willisau (LU)
183,2,Beck Lyner,2019,Fachmann/-frau Textilpflege (Wäscherei) EFZ,Winterthur (ZH)
184,2,Börner,2019,Fahrradmechaniker/in EFZ,Winterthur (ZH)
185,1,Migros Ostschweiz,2019,Fahrzeugschlosser/in EFZ,Winterthur (ZH)
186,2,Migros Ostschweiz,2019,Fassadenbauer/in EFZ,Winterthur (ZH)
187,1,Eysä Dorfladä GmbH,2019,Fassadenbaupraktiker/in EBA,Wolfenschiessen (NW)
188,1,Gut's Genuss GmbH,2019,Feinwerkoptiker/in EFZ,Wolfenschiessen (NW)
189,1,Bäckerei Erni GmbH,2019,Fleischfachassistent/in EBA,Wolfwil (SO)
190,1,Bäckerforum Aeschlimann AG,2019,Fleischfachassistent/in (Produktion und Verarbeitung) EBA,Zollbrück (BE)
191,1,Liechti-Beck GmbH,2019,Fleischfachassistent/in (Vorbereitung und Verkauf) EBA,Zollbrück (BE)
192,1,Bäckerei-Konditorei DUO,2019,Fleischfachmann/-frau EFZ,Zuchwil (SO)
193,1,Bäckerei Happy AG,2019,Fleischfachmann/-frau (Feinkost und Veredelung) EFZ,Zürich (ZH)
194,1,Bäckerei-Konditorei,2019,Fleischfachmann/-frau (Gewinnung) EFZ,Zürich (ZH)
195,1,Steiner Flughafebeck AG,2019,Fleischfachmann/-frau (Verarbeitung) EFZ,Zürich (ZH)
196,1,Stiftung Behindertenwerk St. Jakob,2019,Flexodrucker/in EFZ,Zürich (ZH)
197,1,Bäckerei-Konditorei zur Kettenbrücke,2019,Florist/in EBA,Aarau (AG)
198,1,Feinbäckerei Hauger AG,2019,Florist/in EFZ,Altdorf UR (UR)
199,1,Gantenbein,2019,Formenbauer/in EFZ,Altstätten SG (SG)
