,Anzahl,Firma,Jahr,Lehrstelle,Ort
37,1,Wicki Dach- und Fassadenbau AG,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Flühli LU (LU)
38,1,U. + H. Nadig Fassaden-Technik AG,2019,Bootbauer/in EFZ,Flums (SG)
39,1,Beerli und Erné AG,2019,Bootfachwart/in EFZ,Frauenfeld (TG)
40,1,SC Haller AG,2019,Buchhändler/in EFZ,Frauenfeld (TG)
41,1,Geneux Dancet SA,2019,Büchsenmacher/in EFZ,Freiburg (FR)
42,1,A. Kalbermatter AG,2019,Bühnentänzer/in EFZ,Gampel (VS (de))
43,1,Bernhard Dach & Fassaden AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Gerlafingen (SO)
44,1,Schwizer,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Gossau SG (SG)
45,1,WB Bürgin AG,2019,Büroassistent/in EBA,Grüningen (ZH)
46,1,Roth Dach GmbH,2019,Carrosserielackierer/in EFZ,Gunzgen (SO)
47,1,Eurodach AG,2019,Carrosseriespengler/in EFZ,Hägendorf (SO)
48,1,Fontana Dach & Fassaden AG,2019,Chemie- und Pharmapraktiker/in EBA,Hausen am Albis (ZH)
49,2,Bauimpuls AG,2019,Chemie- und Pharmatechnologe/-login EFZ,Heimberg (BE)
50,1,Gyger Flachdachbau AG,2019,Coiffeur/-euse EBA,Heimberg (BE)
51,1,Kämpfer + Co. AG,2019,Coiffeur/-euse EFZ,Herzogenbuchsee (BE)
52,1,Gebrüder Looser AG,2019,Dachdecker/in EFZ,Hinwil (ZH)
53,1,von Büren Dach GmbH,2019,Dachdeckerpraktiker/in EBA,Hochdorf (LU)
54,1,Jak. Mehr AG,2019,Dekorationsnäher/in EBA,Horgen (ZH)
55,2,Kündig Josef AG,2019,Dentalassistent/in EFZ,Ibach (SZ)
56,1,Frei Bedachungen GmbH,2019,Detailhandelsassistent/in EBA,Jona (SG)
57,1,Werth AG,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Kägiswil (OW)
58,2,Remo Schönenberger AG,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Kirchberg SG (SG)
59,1,Bucher Bauspenglerei AG,2019,Detailhandelsassistent/in (Consumer-Electronics) EBA,Knutwil (LU)
60,1,Schneitter AG,2019,Detailhandelsassistent/in (Do-it-yourself) EBA,Langendorf (SO)
61,2,Bernhard Polybau AG,2019,Detailhandelsassistent/in (Eisenwaren) EBA,Langenthal (BE)
62,1,G. Dentan Genève S.A.,2018,Detailhandelsassistent/in (Elektrofach) EBA,Le Lignon (GE)
63,1,Borga Toitures SA,2018,Detailhandelsassistent/in (Farben) EBA,Les Acacias (GE)
64,1,Böhi + Wirz AG,2019,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Liestal (BL)
65,1,Hans Racine AG,2019,Detailhandelsassistent/in (Flower) EBA,Luzern (LU)
66,1,Schäfer Stammbach Partner AG,2019,Detailhandelsassistent/in (Garden) EBA,Luzern (LU)
67,1,M. Kneubühler AG,2019,Detailhandelsassistent/in (Haushalt) EBA,Menznau (LU)
68,1,Mazzeo Bedachungen und Spenglerei AG,2019,Detailhandelsassistent/in (Kiosk) EBA,Mettlen (TG)
69,1,Elmer + Blumer Bedachungen AG,2019,Detailhandelsassistent/in (Landi) EBA,Mollis (GL)
70,1,casa-technica.ch,2019,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Näfels (GL)
71,1,Aschwanden AG,2019,Detailhandelsassistent/in (Möbel) EBA,Nänikon (ZH)
72,1,Mohn + Partner AG,2019,Detailhandelsassistent/in (Musikinstrumente) EBA,Niederglatt ZH (ZH)
73,2,Ackermann Gebäudehüllen GmbH,2019,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Niederurnen (GL)
74,1,Rolf Weidmann AG,2019,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Oberengstringen (ZH)
75,1,Hutter Bedachungen AG,2019,Detailhandelsassistent/in (Papeterie) EBA,Oberriet SG (SG)
76,1,A+B Flachdach AG,2019,Detailhandelsassistent/in (Parfumerie) EBA,Reinach BL (BL)
77,1,Burkhardt Gebäudehülle AG,2019,Detailhandelsassistent/in (Post) EBA,Rhäzüns (GR)
78,1,Bühler,2019,Detailhandelsassistent/in (Schuhe) EBA,Romanshorn (TG)
79,1,Streule & Alder AG,2019,Detailhandelsassistent/in (Spielwaren) EBA,Rorschach (SG)
80,1,greencover ag,2019,Detailhandelsassistent/in (Sportartikel) EBA,Sargans (SG)
81,1,Eberle Gebäudehülle AG,2019,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Schaan (FL)
82,1,Thomas Bollinger,2019,Detailhandelsassistent/in (Textil) EBA,Schleitheim (SH)
83,3,TECTON AG Zürich,2019,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Schlieren (ZH)
84,1,Markus Zemp,2019,Detailhandelsassistent/in (Zoofachhandel) EBA,Schüpfheim (LU)
85,1,Martin Schönenberger AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Schwarzenbach SG (SG)
86,1,Brändle Gebäudehüllen AG,2019,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Sirnach (TG)
87,1,Geneux-Dancet SA,2019,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Sitten (VS (fr))
88,1,Grob AG Gebäudehüllen,2019,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,St. Gallen (SG)
89,1,Merz + Egger AG,2019,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,St. Gallen (SG)
90,2,TECTON AG St. Gallen,2019,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,St. Gallen (SG)
91,1,Weibel AG,2019,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,St. Gallen (SG)
92,1,Schönenberger + Rieser AG,2019,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Sulgen (TG)
93,1,Bedafa-Tech AG,2019,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Sursee (LU)
94,1,"Brenner AG, Tägerwilen",2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Tägerwilen (TG)
95,1,Scherrer,2019,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Thayngen (SH)
96,1,Hansjörg Hug AG,2019,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Unterägeri (ZG)
97,1,Schmidlin Spenglerei & Bedachungen,2019,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Unterägeri (ZG)
98,1,Hans Studach's Erben AG,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Untervaz (GR)
99,1,Bernhard AG,2019,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Utzenstorf (BE)
100,2,Guggisberg Dachtechnik AG,2019,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Wabern (BE)
101,1,Fischer AG,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Wädenswil (ZH)
102,1,dach müggler ag,2019,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Waldkirch (SG)
103,1,BS Strohmeier AG,2019,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Wetzikon ZH (ZH)
104,1,Growe AG,2019,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Wichtrach (BE)
105,1,Fritz Gresser AG,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Widnau (SG)
106,1,Spirig Vogel Haustech GmbH,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Widnau (SG)
107,1,B. Stillhart,2019,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Wil SG (SG)
108,1,Eigenmann AG,2019,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Wittenbach (SG)
109,1,Zihlmann AG,2019,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Wolhusen (LU)
110,1,Geneux-Dancet SA,2018,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Yverdon-les-Bains (VD)
111,2,Preisig AG,2019,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Zürich (ZH)
112,1,Scherrer Metec AG,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Zürich (ZH)
113,1,Jakob Tanner AG,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Aadorf (TG)
114,1,Marty Stefan AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Altendorf (SZ)
115,1,Bürer Flachdach AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Bad Ragaz (SG)
116,1,Carl Meier Sohn AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Bassersdorf (ZH)
117,2,Meyer's Söhne AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Chur (GR)
118,2,Schoop + Co. AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Dättwil AG (AG)
119,1,Giger GmbH Degersheim,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Degersheim (SG)
120,1,W. Bosshard AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Dietikon (ZH)
121,1,Dachbau Frei AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Domat/Ems (GR)
122,1,Bohl AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Emmen (LU)
123,1,BEPA Heinz Imboden AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Engelberg (OW)
124,1,Boretti AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Erlen (TG)
125,1,Burlet AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Fällanden (ZH)
126,1,Schwager Bedachungen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Fischingen (TG)
127,1,U. + H. Nadig Fassaden-Technik AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Flums (SG)
128,1,SC Haller AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Frauenfeld (TG)
129,1,Roth Dach GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Gunzgen (SO)
130,1,von Büren Dach GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Hochdorf (LU)
131,2,Kündig Josef AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Ibach (SZ)
132,1,Werth AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Kägiswil (OW)
133,1,Remo Schönenberger AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Kirchberg SG (SG)
134,1,Schäfer Stammbach Partner AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Luzern (LU)
135,1,M. Kneubühler AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Menznau (LU)
136,1,Mazzeo Bedachungen und Spenglerei AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Mettlen (TG)
137,1,Elmer + Blumer Bedachungen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Mollis (GL)
138,1,Mohn + Partner AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Niederglatt ZH (ZH)
139,2,Ackermann Gebäudehüllen GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Niederurnen (GL)
140,1,Hutter Bedachungen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Oberriet SG (SG)
141,1,Bühler,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Romanshorn (TG)
142,1,Streule & Alder AG,2019,Diätkoch/-köchin EFZ,Rorschach (SG)
143,1,greencover ag,2019,Drogist/in EFZ,Sargans (SG)
144,1,Martin Schönenberger AG,2019,Drucktechnologe/-login EFZ,Schwarzenbach SG (SG)
145,1,Schönenberger + Rieser AG,2019,Drucktechnologe/-login (Bogendruck) EFZ,Sulgen (TG)
146,1,"Brenner AG, Tägerwilen",2019,Drucktechnologe/-login (Reprografie) EFZ,Tägerwilen (TG)
147,1,Guggisberg Dachtechnik AG,2019,Drucktechnologe/-login (Rollendruck) EFZ,Wabern (BE)
148,1,Fischer AG,2019,Drucktechnologe/-login (Siebdruck) EFZ,Wädenswil (ZH)
149,1,BS Strohmeier AG,2019,"Medientechnologe/-login (Print) EFZ, in Anhörung",Wetzikon ZH (ZH)
150,1,Growe AG,2019,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Wichtrach (BE)
151,1,Dawag AG,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Wittenbach (SG)
152,1,Pferdestall Islern GmbH,2019,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Attinghausen (UR)
153,1,Christian Hinder,2019,Elektroinstallateur/in EFZ,Bischofszell (TG)
154,1,Thomas Lehner,2019,Elektroniker/in EFZ,Braunau (TG)
155,1,Emil Manser-Brülisauer,2019,Elektroplaner/in EFZ,Brülisau (AI)
156,1,Bucheli Bruno u. Cornelia,2019,Entwässerungspraktiker/in EBA,Brunnen (SZ)
157,1,Betriebsgemeinschaft Odermatt/Wyrsch,2019,Entwässerungstechnologe/-login EFZ,Buochs (NW)
158,1,Weibel Lucia,2019,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Diemtigen (BE)
159,1,Aaron Ulrich,2019,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Dörflingen (SH)
160,1,Zürcher Daniel,2019,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Emmenmatt (BE)
161,1,Fritz Stettler,2019,Fachmann/-frau Betreuung EFZ,Frauenfeld (TG)
162,1,Kündig Erwin,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Grüningen (ZH)
163,1,Herzog Simon,2019,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Gundetswil (ZH)
164,1,Solenthaler-Oertle Johannes,2019,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Heiden (AR)
165,1,Berger Heinz,2019,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Hölstein (BL)
166,1,Thomas Meier,2019,Fachmann/-frau Betriebsunterhalt EFZ,Hörhausen (TG)
167,1,Albert Neuweiler,2019,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Kreuzlingen (TG)
168,1,Heinz Oswald,2019,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Kümmertshausen (TG)
169,9,Landwirtschaftlicher Lehrbetriebsverbund,2019,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Landquart (GR)
170,1,Strickhof,2019,Fachmann/-frau Gesundheit EFZ,Lindau (ZH)
171,1,Hannes Ehrat,2019,Fachmann/-frau Hauswirtschaft EFZ,Lohn SH (SH)
172,1,Franz Meier,2019,Fachmann/-frau Information und Dokumentation EFZ,Märstetten (TG)
173,1,Kunz Heinz,2019,Fachmann/-frau Kundendialog EFZ,Mönchaltorf (ZH)
174,1,Kobel Werner,2019,Fachmann/-frau Leder und Textil EFZ,Oberburg (BE)
175,1,Farner Hanspeter,2019,Fachmann/-frau Leder und Textil (Fahrzeuge und Technik) EFZ,Oberstammheim (ZH)
176,1,Gisler Josef,2019,Fachmann/-frau Leder und Textil (Feinlederwaren) EFZ,Oetwil am See (ZH)
177,1,Christian Feller,2019,Fachmann/-frau Leder und Textil (Pferdesport) EFZ,Opfershofen TG (TG)
178,1,Werner Beerli,2019,Fachmann/-frau öffentlicher Verkehr EFZ,Ottoberg (TG)
179,1,Philemon Stauffer,2019,Fachmann/-frau öffentlicher Verkehr (Planung) EFZ,Rheinklingen (TG)
180,1,Abegg Anton,2019,Fachmann/-frau öffentlicher Verkehr (Zugbegleitung) EFZ,Rothenthurm (SZ)
181,1,Grob Gemüse- und Landbau,2019,Fachmann/-frau Textilpflege EFZ,Schlattingen (TG)
182,1,Simon Schönholzer,2019,Fachmann/-frau Textilpflege (Textilreinigung) EFZ,Schönholzerswilen (TG)
183,1,Christof Stutz,2019,Fachmann/-frau Textilpflege (Wäscherei) EFZ,Sirnach (TG)
184,1,Peter Lüthi,2019,Fahrradmechaniker/in EFZ,Tägerschen (TG)
185,1,Frischknecht Andreas,2019,Fahrzeugschlosser/in EFZ,Tann (ZH)
186,1,Schurti Leopold,2019,Fassadenbauer/in EFZ,Triesen (FL)
187,1,Denzler Urs,2019,Fassadenbaupraktiker/in EBA,Truttikon (ZH)
188,1,Kronauer Michael,2019,Feinwerkoptiker/in EFZ,Wädenswil (ZH)
189,1,Friederika Stiftung,2019,Fleischfachassistent/in EBA,Walkringen (BE)
190,1,Luzi Tanner,2019,Fleischfachassistent/in (Produktion und Verarbeitung) EBA,Winden (TG)
191,1,Sigrist-Keller Franz,2019,Fleischfachassistent/in (Vorbereitung und Verkauf) EBA,Wollerau (SZ)
192,1,Portulac,2019,Fleischfachmann/-frau EFZ,Fehraltorf (ZH)
193,1,Grob Gemüse- und Landbau,2019,Fleischfachmann/-frau (Feinkost und Veredelung) EFZ,Schlattingen (TG)
194,1,Risch-Gemüse,2019,Fleischfachmann/-frau (Gewinnung) EFZ,St. Margrethen SG (SG)
195,1,Agrico-Genossenschaft,2019,Fleischfachmann/-frau (Verarbeitung) EFZ,Therwil (BL)
196,1,Santschi Patric,2019,Flexodrucker/in EFZ,La Chaux-de-Fonds (NE)
197,1,Surdez Romain,2018,Florist/in EBA,Les Breuleux (JU)
198,1,Exploitation du Receveur - Alain Schleppi,2019,Florist/in EFZ,Lignières (NE)
