,Anzahl,Firma,Jahr,Lehrstelle,Ort
97,1,Dres.med.dent. Patrik Albert,2019,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Erlenbach ZH (ZH)
98,1,Dr. med. dent. Markus Lingg,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Eschen (FL)
99,1,Dres.med.dent. A. Thieme und R.Morger,2019,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Eschenbach SG (SG)
100,1,Zahnarztpraxis Duss AG,2019,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Escholzmatt (LU)
101,1,med.dent. Urs Kelemen,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Fällanden (ZH)
102,1,Praxis Eichwiesen,2019,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Fällanden (ZH)
103,1,med. dent. Stephan Müller,2019,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Fehraltorf (ZH)
104,1,ZahnAerzte Flamatt,2019,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Flamatt (FR)
105,1,Dr.med.dent. Marc Raby,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Flawil (SG)
106,1,Dr. med. dent. Anita Wehrle Lechmann,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Flims Waldhaus (GR)
107,1,Zahnarztpraxis/Kieferorthopädie,2019,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Flums (SG)
108,1,Dr. med. dent. Andreas Ettlin,2019,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Frauenfeld (TG)
109,1,Dr. med. dent. Andreas Lüthi,2019,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Frauenfeld (TG)
110,1,Zahnarztzentrum.ch AG,2019,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Frauenfeld (TG)
111,1,Cabinet dentaire Dr Bernard Ponnaz,2019,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Freiburg (FR)
112,1,Dr Juvet Laurent,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Freiburg (FR)
113,1,Dr. Hostettler Jacques,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Freiburg (FR)
114,1,Dr. Schellenberg Marc,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Freiburg (FR)
115,1,Zahnarztpraxis Schneuwly Bachmann,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Freiburg (FR)
116,1,Dr. med. dent. Silvan Hersberger,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Frenkendorf (BL)
117,1,Dr. med. dent. P. Maurer-Lupinc,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Gerlafingen (SO)
118,1,Zahnärzte im Gemeindezentrum,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Geroldswil (ZH)
119,1,Dr. S. Saulacic & Dr. V. Perunski,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Geuensee (LU)
120,1,Dr. Müller Otto,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Givisiez (FR)
121,1,Cabinet dentaire Dresse Schulthess,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Gland (VD)
122,1,Cano & Zimmermann,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Glattpark (Opfikon) (ZH)
123,1,Dr. med. dent. A. Wedig,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Glis (VS (de))
124,1,Zahnarztpraxis,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Goldach (SG)
125,1,José Diodatti,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Gossau SG (SG)
126,1,Wittig Dental,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Gossau SG (SG)
127,1,Evi'dent SARL,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Grône (VS (fr))
128,1,Zahnarztpraxis Milanovic,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Gurmels (FR)
129,1,Edelweiss Dental,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Hasle LU (LU)
130,1,Zahnarztpraxis Zupan,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Hausen am Albis (ZH)
131,1,Dr.Dr. med.dent. M.Leupold-Hlawitschka,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Heerbrugg (SG)
132,1,Zahnarztpraxis Dr. med.dent.Heiko Herzbe,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Heerbrugg (SG)
133,1,HeidenSmile AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Heiden (AR)
134,1,Zahnarztpraxis Armin B. Fürer,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Herisau (AR)
135,1,Zahnarztpraxis Dr. med. dent. A. Loboda,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Herisau (AR)
136,1,Zahnarztpraxis Raphael E. Egli,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Herisau (AR)
137,1,Zahnmedizin Wiesental,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Herisau (AR)
138,1,Zahnpraxis Dr. Bernhard Schenk AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Herisau (AR)
139,1,Dr. med. dent. Helen Mang Buckman,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Herrliberg (ZH)
140,1,Zahnarztpraxis,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Herzogenbuchsee (BE)
141,1,Dr.med.dent. Thomas Hofstetter,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Hitzkirch (LU)
142,1,Praxis für Zahngesundheit,2019,Diätkoch/-köchin EFZ,Horw (LU)
143,1,Zahnarztpraxis Dr. Gabriel Dorn,2019,Drogist/in EFZ,Hünenberg (ZG)
144,1,Zahnarztpraxis,2019,Drucktechnologe/-login EFZ,Huttwil (BE)
145,1,Dr. med. dent. Jürg Schmid,2019,Drucktechnologe/-login (Bogendruck) EFZ,Ilanz (GR)
146,1,Dr. med. dent. Schlatter Daniel,2019,Drucktechnologe/-login (Reprografie) EFZ,Ilanz (GR)
147,1,Dr.med.dent.Thomas Tanner,2019,Drucktechnologe/-login (Rollendruck) EFZ,Jona (SG)
148,1,Praxis am Lenggisrain,2019,Drucktechnologe/-login (Siebdruck) EFZ,Jona (SG)
149,1,Dr.med.dent. Patricia Hassler,2019,"Medientechnologe/-login (Print) EFZ, in Anhörung",Kaltbrunn (SG)
150,1,Zahnarztpraxis,2019,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Kirchberg SG (SG)
151,1,Dentis Praxis,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Kloten (ZH)
152,1,Gmür Zahnärzte,2019,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Kloten (ZH)
153,1,Dr. Judith Aufenanger,2019,Elektroinstallateur/in EFZ,Küsnacht ZH (ZH)
154,1,Zahnarztpraxis Dr. B. Ritter,2019,Elektroniker/in EFZ,Küsnacht ZH (ZH)
155,1,Dr. Andreas Kohler,2019,Elektroplaner/in EFZ,Küssnacht am Rigi (SZ)
156,1,Küssadent AG,2019,Entwässerungspraktiker/in EBA,Küssnacht am Rigi (SZ)
157,1,Dr. med. dent. Silas T. Räber,2019,Entwässerungstechnologe/-login EFZ,Laax GR (GR)
158,1,Dr. med. dent. Susanne Schönheid,2019,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Lachen SZ (SZ)
159,1,Zahnarztpraxis,2019,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Langenthal (BE)
160,1,Praxis für Zahnmedizin,2019,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Langnau im Emmental (BE)
161,1,Dr. med. dent. Thomas Imhof,2019,Fachmann/-frau Betreuung EFZ,Laufen (BL)
162,1,weber zahnärzte laufen ag,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Laufen (BL)
163,2,Ardentis - Clinique dentaire du Flon,2018,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Lausanne (VD)
164,1,Ardentis - Clinique dentaire Lausanne,2018,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Lausanne (VD)
165,1,Ardentis Clinique dentaire EPFL,2018,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Lausanne (VD)
166,1,Cabinet dentaire Dr Pierre Gaumet,2018,Fachmann/-frau Betriebsunterhalt EFZ,Lausanne (VD)
167,1,Cabinet dentaire Faivre,2018,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Lausanne (VD)
168,1,Centre du Sourire,2018,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Lausanne (VD)
169,1,Dr Brazzola Pierre Médecin-dentiste,2018,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Lausanne (VD)
170,1,Dr Peter Möller,2018,Fachmann/-frau Gesundheit EFZ,Lausanne (VD)
171,1,JO2 - Médecine Dentaire SA,2018,Fachmann/-frau Hauswirtschaft EFZ,Lausanne (VD)
172,1,Zahnarztpraxis,2019,Fachmann/-frau Information und Dokumentation EFZ,Liebefeld (BE)
173,1,Linthpraxen Zahnmedizin AG,2019,Fachmann/-frau Kundendialog EFZ,Linthal (GL)
174,1,Brunner Praxis für Zahnmedizin,2019,Fachmann/-frau Leder und Textil EFZ,Luzern (LU)
175,1,Dr. med. dent.,2019,Fachmann/-frau Leder und Textil (Fahrzeuge und Technik) EFZ,Luzern (LU)
176,1,Dr.med.dent. Markus Thaler,2019,Fachmann/-frau Leder und Textil (Feinlederwaren) EFZ,Luzern (LU)
177,1,Dr.med.dent. Niels Büttner,2019,Fachmann/-frau Leder und Textil (Pferdesport) EFZ,Luzern (LU)
178,1,zahnarztpraxis falkengasse,2019,Fachmann/-frau öffentlicher Verkehr EFZ,Luzern (LU)
179,1,zahnarztzentrum.ch AG,2019,Fachmann/-frau öffentlicher Verkehr (Planung) EFZ,Luzern (LU)
180,2,zahnarztzentrum.ch AG,2019,Fachmann/-frau öffentlicher Verkehr (Zugbegleitung) EFZ,Luzern (LU)
181,1,Zahnarztpraxis,2019,Fachmann/-frau Textilpflege EFZ,Lyss (BE)
182,1,Zahnarztpraxis Constance Mähler AG,2019,Fachmann/-frau Textilpflege (Textilreinigung) EFZ,Madiswil (BE)
183,1,Dres. med. dent.,2019,Fachmann/-frau Textilpflege (Wäscherei) EFZ,Männedorf (ZH)
184,1,Zahnarztpraxis Zimmermann,2019,Fahrradmechaniker/in EFZ,Männedorf (ZH)
185,1,Ducry Alexandre,2019,Fahrzeugschlosser/in EFZ,Martigny (VS (fr))
186,1,Dr.med.dent. Claude Villard,2019,Fassadenbauer/in EFZ,Meilen (ZH)
187,1,Dr.med.dent. Hans-Peter Gschäll,2019,Fassadenbaupraktiker/in EBA,Meilen (ZH)
188,1,Leutert Zahnärzte,2019,Feinwerkoptiker/in EFZ,Meilen (ZH)
189,1,Zahnarztpraxis,2019,Fleischfachassistent/in EBA,Meiringen (BE)
190,1,Dr. Valérie Dormenval,2018,Fleischfachassistent/in (Produktion und Verarbeitung) EBA,Mézières VD (VD)
191,1,DorfZahnarzt,2019,Fleischfachassistent/in (Vorbereitung und Verkauf) EBA,Mönchaltorf (ZH)
192,1,Adent Cliniques Dentaires Groupe SA,2019,Fleischfachmann/-frau EFZ,Monthey (VS (fr))
193,1,Cabinet dentaire Des Dents du Midi,2019,Fleischfachmann/-frau (Feinkost und Veredelung) EFZ,Monthey (VS (fr))
194,1,Cabinet dentaire Dentalys,2018,Fleischfachmann/-frau (Gewinnung) EFZ,Montreux (VD)
195,1,Denta,2018,Fleischfachmann/-frau (Verarbeitung) EFZ,Montreux (VD)
196,1,Dental-First sàrl,2018,Flexodrucker/in EFZ,Montreux (VD)
197,1,Dentistes-Hartmann SA,2018,Florist/in EBA,Montreux (VD)
198,2,Ardentis - Clinique Dentaire Morges,2018,Florist/in EFZ,Morges (VD)
199,1,Dr Villars Louis,2018,Formenbauer/in EFZ,Morges (VD)
