,Anzahl,Firma,Jahr,Lehrstelle,Ort
86,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Wattwil (SG)
87,1,BEAUTY LEVEL Coiffeur Invernale,2019,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Wettingen (AG)
88,1,Coiffeur La Biosthetique,2019,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Wettingen (AG)
89,1,Studio A,2019,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Wetzikon ZH (ZH)
90,1,Linea Piero AG,2019,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Wetzikon ZH 1 (ZH)
91,1,Coiffeur Trendsetter,2019,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Willisau (LU)
92,1,Coiffure Krug,2019,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Winterthur (ZH)
93,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Winterthur (ZH)
94,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Winterthur (ZH)
95,1,Hair-Boutique,2019,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Würenlingen (AG)
96,1,Salon A Deux - Pinto Lucia,2018,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Yverdon-les-Bains (VD)
97,1,Coiffure Vito Hair Design,2019,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Zürich (ZH)
98,1,Coiffure Danniel,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Zürich (ZH)
99,1,Coiffure Palmyra GmbH,2019,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Zürich (ZH)
100,1,Cosimo Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Zürich (ZH)
101,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Zürich (ZH)
102,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Zürich (ZH)
103,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Zürich (ZH)
104,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Zürich (ZH)
105,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Zürich (ZH)
106,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Zürich (ZH)
107,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Zürich (ZH)
108,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,Zürich (ZH)
109,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Zürich (ZH)
110,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,Zürich (ZH)
111,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Zürich (ZH)
112,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Zürich (ZH)
113,1,Gidor Coiffure Oerlikon SBB,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Zürich (ZH)
114,1,L'Arco Blu Hairstyling GmbH,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Zürich (ZH)
115,4,mad Hairstyling,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Zürich (ZH)
116,2,Valentino Styling Club,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Zürich (ZH)
117,1,Zobrist Marc Intercoiffure,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Zürich (ZH)
118,1,Haarmonia,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Aarau (AG)
119,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Abtwil SG (SG)
120,1,Devito Coiffure GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Adligenswil (LU)
121,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Adliswil (ZH)
122,2,"Szenario Coiffeur, K+B. Laternser",2019,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Adliswil (ZH)
123,1,Alfilo GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Affoltern am Albis (ZH)
124,2,Coiffina AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Affoltern am Albis (ZH)
125,1,Coiffure Haar-lay GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Algetshausen (SG)
126,1,Coiffina Coiffure,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Allschwil (BL)
127,1,DIANA ASSADI,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Allschwil (BL)
128,1,coiffure bösiger GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Altbüron (LU)
129,1,Beauty Style Petra GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Altstätten SG (SG)
130,2,Hairstylist Pierre,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Amriswil (TG)
131,1,Wyland Styling,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Andelfingen (ZH)
132,1,Coiffure Wetter GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Appenzell (AI)
133,1,Haute Coiffure Regina,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Appenzell (AI)
134,1,Gidor Coiffure,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Arbon (TG)
135,1,Black Hair & Beauty,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Arlesheim (BL)
136,1,artcoiffure Morreale,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Au SG (SG)
137,1,Coiffure Lacostyle Ingrid Maeder,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Avenches (VD)
138,1,Initial Hairdressers,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Avenches (VD)
139,1,Irtec SA Sevensens Coiffure,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Avry-sur-Matran (FR)
140,2,Head Case,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Baar (ZG)
141,1,Salzmann Hair Group Baar AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Baar (ZG)
142,1,Coiffure Figaro GmbH,2019,Diätkoch/-köchin EFZ,Baden (AG)
143,1,HOB House of Beauty,2019,Drogist/in EFZ,Balzers (FL)
144,1,Beautiful Hair,2019,Drucktechnologe/-login EFZ,Basel (BS)
145,1,bio-hair Naturfrisör,2019,Drucktechnologe/-login (Bogendruck) EFZ,Basel (BS)
146,1,Coiffeur Gino,2019,Drucktechnologe/-login (Reprografie) EFZ,Basel (BS)
147,1,Coiffeur Gjulia,2019,Drucktechnologe/-login (Rollendruck) EFZ,Basel (BS)
148,2,Coiffina AG,2019,Drucktechnologe/-login (Siebdruck) EFZ,Basel (BS)
149,1,Coiffure Wagner GmbH,2019,"Medientechnologe/-login (Print) EFZ, in Anhörung",Basel (BS)
150,1,Daniele Angelillo Coiffure,2019,"Medientechnologe/-login (Printmediatechnik) EFZ, in Anhörung",Basel (BS)
151,1,Filippo for Hair,2019,"Medientechnologe/-login (Siebdruck) EFZ, in Anhörung",Basel (BS)
152,1,Gidor Coiffure,2019,"Edelstein-/Diamantenschleifer/in (EFZ, Kt. Regl. TI)",Basel (BS)
153,1,Gidor Coiffure,2019,Elektroinstallateur/in EFZ,Basel (BS)
154,1,Gidor Coiffure,2019,Elektroniker/in EFZ,Basel (BS)
155,1,Gidor Coiffure,2019,Elektroplaner/in EFZ,Basel (BS)
156,4,HairSign,2019,Entwässerungspraktiker/in EBA,Basel (BS)
157,1,Hairstyle Grazia GmbH,2019,Entwässerungstechnologe/-login EFZ,Basel (BS)
158,1,Hairstyling Arte nuova GmbH,2019,Entwässerungstechnologe/in (Sanieren von Entwässerungsanlagen) EFZ,Basel (BS)
159,1,KopfSchmuck GmbH,2019,Entwässerungstechnologe/in (Untersuchen von Entwässerungsanlagen) EFZ,Basel (BS)
160,3,Kopfwerk Basel AG,2019,Entwässerungstechnologe/in (Warten von Entwässerungsanlagen) EFZ,Basel (BS)
161,2,O20 Hair Planet,2019,Fachmann/-frau Betreuung EFZ,Basel (BS)
162,1,Pietro Di Gioia,2019,Fachmann/-frau Betreuung (Behindertenbetreuung) EFZ,Basel (BS)
163,1,Triangel Hair Group AG,2019,Fachmann/-frau Betreuung (Betagtenbetreuung) EFZ,Basel (BS)
164,1,Zülle - Les Coiffures GmbH,2019,Fachmann/-frau Betreuung (Generalistische Ausbildung) EFZ,Basel (BS)
165,1,Häuptli Coiffeur,2019,Fachmann/-frau Betreuung (Kinderbetreuung) EFZ,Bassersdorf (ZH)
166,1,Coiffure Helen,2019,Fachmann/-frau Betriebsunterhalt EFZ,Bauma (ZH)
167,1,Coiffeur H2O GmbH,2019,Fachmann/-frau Betriebsunterhalt (Hausdienst) EFZ,Beckenried (NW)
168,2,Alba Coiffure,2018,Fachmann/-frau Betriebsunterhalt (Werkdienst) EFZ,Belmont-sur-Lausanne (VD)
169,1,haar-werk.ch AG,2019,Fachmann/-frau Bewegungs- und Gesundheitsförderung EFZ,Belp (BE)
170,1,HAARWERK Beringen GmbH,2019,Fachmann/-frau Gesundheit EFZ,Beringen (SH)
171,1,Absolut Style,2019,Fachmann/-frau Hauswirtschaft EFZ,Bern (BE)
172,1,AERNI riedogroup AG,2019,Fachmann/-frau Information und Dokumentation EFZ,Bern (BE)
173,1,Coiffure Heaven's,2019,Fachmann/-frau Kundendialog EFZ,Bern (BE)
174,1,Coiffure Studio 8 GmbH,2019,Fachmann/-frau Leder und Textil EFZ,Bern (BE)
175,1,Dream Hair,2019,Fachmann/-frau Leder und Textil (Fahrzeuge und Technik) EFZ,Bern (BE)
176,1,Höbi Hair AG Coiffure Model Hair,2019,Fachmann/-frau Leder und Textil (Feinlederwaren) EFZ,Bern (BE)
177,1,Morgenthaler Coiffure Postiche AG,2019,Fachmann/-frau Leder und Textil (Pferdesport) EFZ,Bern (BE)
178,1,ORHAN HAARKUNST,2019,Fachmann/-frau öffentlicher Verkehr EFZ,Bern (BE)
179,2,Orinad Coiffure,2019,Fachmann/-frau öffentlicher Verkehr (Planung) EFZ,Bern (BE)
180,3,Upstairs AG,2019,Fachmann/-frau öffentlicher Verkehr (Zugbegleitung) EFZ,Bern (BE)
181,1,Upstairs Plus GmbH,2019,Fachmann/-frau Textilpflege EFZ,Bern (BE)
182,1,Zeitraum Hairstyling GmbH,2019,Fachmann/-frau Textilpflege (Textilreinigung) EFZ,Bern (BE)
183,1,Andreas Hofer,2019,Fachmann/-frau Textilpflege (Wäscherei) EFZ,Biberist (SO)
184,1,7th Sense Hairstyling,2019,Fahrradmechaniker/in EFZ,Biel/Bienne (BE)
185,2,Coiffuregeschäfte MB,2019,Fahrzeugschlosser/in EFZ,Biel/Bienne (BE)
186,1,Manuela Dubach,2019,Fassadenbauer/in EFZ,Boll (BE)
187,1,Coiffure Buob GmbH,2019,Fassadenbaupraktiker/in EBA,Brig (VS (de))
188,1,Gidor Coiffure,2019,Feinwerkoptiker/in EFZ,Brig (VS (de))
189,1,Hair & Beauty Beyza GmbH,2019,Fleischfachassistent/in EBA,Brugg AG (AG)
190,1,Haargenau Coiffure,2019,Fleischfachassistent/in (Produktion und Verarbeitung) EBA,Brütten (ZH)
191,1,Creative Coiffure la nouvelle,2019,Fleischfachassistent/in (Vorbereitung und Verkauf) EBA,Brüttisellen (ZH)
192,2,Step in Coiffure,2019,Fleischfachmann/-frau EFZ,Bubikon (ZH)
193,1,Coiffeur Couleur,2019,Fleischfachmann/-frau (Feinkost und Veredelung) EFZ,Buchrain (LU)
194,1,Coiffure Domino,2019,Fleischfachmann/-frau (Gewinnung) EFZ,Buchs SG (SG)
195,1,Gidor Coiffure,2019,Fleischfachmann/-frau (Verarbeitung) EFZ,Buchs SG (SG)
196,1,haarWERK gmbh,2019,Flexodrucker/in EFZ,Buchs SG (SG)
197,2,Intercoiffure Gabathuler,2019,Florist/in EBA,Buchs SG (SG)
198,2,Orinad Coiffure,2019,Florist/in EFZ,Buchs SG (SG)
199,1,Salon Manhattan GmbH,2019,Formenbauer/in EFZ,Buchs SG (SG)
