,Anzahl,Firma,Jahr,Lehrstelle,Ort
21,1,Giacometti Bodenbeläge AG,2019,Bäcker/in-Konditor/in-Confiseur/in EFZ,Maloja (GR)
22,1,solum-boden gmbh,2019,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Meggen (LU)
23,2,Parkett Käppeli GmbH,2019,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Merenschwand (AG)
24,1,Lenzlinger Söhne AG,2019,Baumaschinenmechaniker/in EFZ,Nänikon (ZH)
25,1,Masserey Intérieur SA,2019,Baupraktiker/in EBA,Neuenburg (NE)
26,1,Hetzel GmbH,2019,Bauwerktrenner/in EFZ,Niederneunforn (TG)
27,1,michel interior ag,2019,Bekleidungsgestalter/in EFZ,Obergerlafingen (SO)
28,1,A. Pfirter Bodenbeläge,2019,Bekleidungsgestalter/in (Berufs- und Schutzbekleidung) EFZ,Pratteln (BL)
29,1,Ferrer Floors AG,2019,Bekleidungsgestalter/in (Damenbekleidung) EFZ,Reinach BL (BL)
30,1,Solsconcept SA,2018,Bekleidungsgestalter/in (Herrenbekleidung) EFZ,Savigny (VD)
31,1,Teppich-Huus Breiti AG,2019,Bekleidungsgestalter/in (Kopfbedeckung) EFZ,Schaffhausen (SH)
32,1,Wanner Bodenbeläge AG,2019,Bekleidungsgestalter/in (Pelzbekleidung) EFZ,Schaffhausen (SH)
33,1,Mabillard Yvon & Fils SA - Revêtement de sols,2019,Bekleidungsnäher/in EBA,Sitten (VS (fr))
34,1,Zuffelato & Wirrer AG,2019,Betonwerker/in EFZ,St. Gallen (SG)
35,1,Testa Bodenbeläge AG,2019,Boden-Parkettleger/in EFZ,St. Moritz (GR)
36,1,Teppichhaus Baumgartner AG,2019,Boden-Parkettleger/in (Parkett) EFZ,Stäfa (ZH)
37,1,Schnyder Parkett GmbH,2019,Boden-Parkettleger/in (Textile und elastische Beläge) EFZ,Stans (NW)
38,1,Reichenbach SA,2018,Bootbauer/in EFZ,Tolochenaz (VD)
39,1,Gammeter Wohngestaltung AG,2019,Bootfachwart/in EFZ,Uetikon am See (ZH)
40,2,Teknoparquet GmbH,2019,Buchhändler/in EFZ,Uznach (SG)
41,1,Parkett Bösch GmbH,2019,Büchsenmacher/in EFZ,Wallenwil (TG)
42,1,Brunner Parkett AG,2019,Bühnentänzer/in EFZ,Winterthur (ZH)
43,1,Casatex Zürich AG,2019,Bühnentänzer/in (Klassischer Tanz) EFZ,Zürich (ZH)
44,2,Parkett Maier AG,2019,Bühnentänzer/in (Zeitgenössischer Tanz) EFZ,Zürich (ZH)
45,1,Teppich-Galerie Paul Cartier AG,2019,Büroassistent/in EBA,Adliswil (ZH)
46,1,Fäh Bodenbeläge AG,2019,Carrosserielackierer/in EFZ,Altendorf (SZ)
47,1,Tevag Interior AG,2019,Carrosseriespengler/in EFZ,Altendorf (SZ)
48,1,Werner Krebs AG,2019,Chemie- und Pharmapraktiker/in EBA,Amriswil (TG)
49,1,Manser Bodenbeläge AG,2019,Chemie- und Pharmatechnologe/-login EFZ,Appenzell (AI)
50,1,Roman Eugster GmbH,2019,Coiffeur/-euse EBA,Appenzell (AI)
51,1,Neff Bauen PLUS GmbH,2019,Coiffeur/-euse EFZ,Appenzell Enggenhütten (AI)
52,1,Bernasconi,2019,Dachdecker/in EFZ,Basel (BS)
53,1,Lutz AG,2019,Dachdeckerpraktiker/in EBA,Basel (BS)
54,1,Weiss + Appetito AG,2019,Dekorationsnäher/in EBA,Bern (BE)
55,1,Calderari AG,2019,Dentalassistent/in EFZ,Biel/Bienne (BE)
56,1,Markus Biland AG,2019,Detailhandelsassistent/in EBA,Birmenstorf AG (AG)
57,1,Eisenegger Wohnbedarf + Teppiche AG,2019,Detailhandelsassistent/in (Autoteile-Logistik) EBA,Bischofszell (TG)
58,1,Kunfermann Bodenbeläge AG,2019,"Detailhandelsassistent/in (Bäckerei, Konditorei, Confiserie) EBA",Chur (GR)
59,1,Pfister PROFESSIONAL AG,2019,Detailhandelsassistent/in (Consumer-Electronics) EBA,Chur (GR)
60,1,HKM SA,2018,Detailhandelsassistent/in (Do-it-yourself) EBA,Crissier (VD)
61,1,Blumer Bodenbeläge AG,2019,Detailhandelsassistent/in (Eisenwaren) EBA,Dietikon (ZH)
62,1,Senn Parkett AG,2019,Detailhandelsassistent/in (Elektrofach) EBA,Dussnang (TG)
63,1,Attenhofer Design GmbH,2019,Detailhandelsassistent/in (Farben) EBA,Ebmatingen (ZH)
64,1,Geisser Innenausstattung GmbH,2019,Detailhandelsassistent/in (Fleischwirtschaft) EBA,Ebnat-Kappel (SG)
65,1,Richli AG,2019,Detailhandelsassistent/in (Flower) EBA,Emmenbrücke (LU)
66,1,Schiess Wohntextil AG,2019,Detailhandelsassistent/in (Garden) EBA,Erlen (TG)
67,1,Blaser,2019,Detailhandelsassistent/in (Haushalt) EBA,Erlenbach ZH (ZH)
68,1,Stalder Bodenbeläge AG,2019,Detailhandelsassistent/in (Kiosk) EBA,Ermensee (LU)
69,1,Albin Bardellini AG,2019,Detailhandelsassistent/in (Landi) EBA,Frauenfeld (TG)
70,1,Capt Parkett + Teppich AG,2019,Detailhandelsassistent/in (Lederwaren und Reiseartikel) EBA,Frauenfeld (TG)
71,2,HKM SA,2019,Detailhandelsassistent/in (Möbel) EBA,Givisiez (FR)
72,1,Scheuermann AG,2019,Detailhandelsassistent/in (Musikinstrumente) EBA,Goldach (SG)
73,1,Möbel Bürgy AG,2019,Detailhandelsassistent/in (Nahrungs- und Genussmittel) EBA,Gurmels (FR)
74,1,Scherrer AG,2019,Detailhandelsassistent/in (Öffentlicher Verkehr) EBA,Hägendorf (SO)
75,1,Teppich & Parkett CC - AG,2019,Detailhandelsassistent/in (Papeterie) EBA,Hagendorn (ZG)
76,1,Hörndli Raumausstatter AG,2019,Detailhandelsassistent/in (Parfumerie) EBA,Hochdorf (LU)
77,1,B & G Bausysteme GmbH,2019,Detailhandelsassistent/in (Post) EBA,Höri (ZH)
78,1,Benno Rast AG,2019,Detailhandelsassistent/in (Schuhe) EBA,Inwil (LU)
79,1,bodenkultur design ag,2019,Detailhandelsassistent/in (Spielwaren) EBA,Jona (SG)
80,1,Küttel Teppiche AG,2019,Detailhandelsassistent/in (Sportartikel) EBA,Kriens (LU)
81,1,Pfister PROFESSIONAL AG,2019,Detailhandelsassistent/in (Teppich und Bodenbeläge) EBA,Kriens (LU)
82,1,L & F Sols SA,2018,Detailhandelsassistent/in (Textil) EBA,Lausanne (VD)
83,1,Blanc & Cie SA,2018,"Detailhandelsassistent/in (Uhren, Schmuck, Edelsteine) EBA",Lausanne 8 (VD)
84,1,Grichting Nestor,2019,Detailhandelsassistent/in (Zoofachhandel) EBA,Leukerbad (VS (de))
85,1,ABC Parkett- und Teppichmarkt AG,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Beratung",Lotzwil (BE)
86,1,Giacometti Bodenbeläge AG,2019,Detailhandelsfachmann/-frau Beratung (Autoteile-Logistik) EFZ,Maloja (GR)
87,1,Thür Bodenbelags GmbH,2019,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Marbach SG (SG)
88,1,TEPPICH-Quelle AG,2019,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Märstetten (TG)
89,1,Bärtsch + Söhne AG,2019,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Mels (SG)
90,2,Oberhänsli AG,2019,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Mosnang (SG)
91,1,Möbel Kamber & Co.,2019,Detailhandelsfachmann/-frau Beratung (Elektrofach) EFZ,Mümliswil (SO)
92,1,Niethammer Innendekoration AG,2019,Detailhandelsfachmann/-frau Beratung (Farben) EFZ,Muri AG (AG)
93,1,Lenzlinger Söhne AG,2019,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Nänikon (ZH)
94,1,Masserey Intérieur SA,2019,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Neuenburg (NE)
95,1,René Bührer AG,2019,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Neuhausen am Rheinfall (SH)
96,1,michel interior ag,2019,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Obergerlafingen (SO)
97,1,Carigiet Bodenbeläge,2019,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Oberhelfenschwil (SG)
98,1,A. Pfirter Bodenbeläge,2019,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Pratteln (BL)
99,1,Ferrer Floors AG,2019,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Reinach BL (BL)
100,1,Solsconcept SA,2018,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Savigny (VD)
101,1,Teppich-Huus Breiti AG,2019,Detailhandelsfachmann/-frau Beratung (Musikinstrumente) EFZ,Schaffhausen (SH)
102,1,Wanner Bodenbeläge AG,2019,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Schaffhausen (SH)
103,1,Derungs GmbH,2019,Detailhandelsfachmann/-frau Beratung (Öffentlicher Verkehr) EFZ,Schwarzenbach SG (SG)
104,1,Gehrig Bodenbeläge AG,2019,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Seon (AG)
105,1,Kopp Innendekoration GmbH,2019,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Sirnach (TG)
106,1,BW Bodenwerk AG,2019,Detailhandelsfachmann/-frau Beratung (Post) EFZ,Solothurn (SO)
107,1,Artho Bodenideen AG,2019,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,St. Gallen (SG)
108,1,Kunz Indecor,2019,Detailhandelsfachmann/-frau Beratung (Spielwaren) EFZ,St. Gallen (SG)
109,1,Werner Eugster AG,2019,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,St. Gallen (SG)
110,1,Zuffelato & Wirrer AG,2019,Detailhandelsfachmann/-frau Beratung (Teppich und Bodenbeläge) EFZ,St. Gallen (SG)
111,1,Testa Bodenbeläge AG,2019,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,St. Moritz (GR)
112,1,Dupor GmbH,2019,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Staad SG (SG)
113,1,Teppichhaus Baumgartner AG,2019,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Stäfa (ZH)
114,1,Andreas Bruderer,2019,"Detailhandelsfachmann/-frau EFZ, Schwerpunkt Bewirtschaftung",Steinach (SG)
115,1,arnoldsursee ag,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Sursee (LU)
116,1,Reichenbach SA,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Bäckerei/Konditorei/Confiserie) EFZ,Tolochenaz (VD)
117,1,Gammeter Wohngestaltung AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Consumer-Electronics) EFZ,Uetikon am See (ZH)
118,1,Walter Sohm AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Do-it-yourself) EFZ,Ursenbach (BE)
119,1,Inside Inneneinrichtungen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Eisenwaren) EFZ,Wattwil (SG)
120,1,Rero-Tex AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Elektrofach) EFZ,Wetzikon ZH (ZH)
121,1,Glaus + Söhne AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Wil SG (SG)
122,1,Kaufmann,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Wil SG (SG)
123,1,Sewiteppich AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Flower) EFZ,Winterthur (ZH)
124,1,Sutter Inneneinrichtungen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Garden) EFZ,Wittenbach (SG)
125,1,Inneneinrichtungen Leutenegger AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Zürich (ZH)
126,1,"WYCO, Wyss & Co. AG",2019,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Zürich (ZH)
127,1,Luthi & Fils SA Chantier Naval,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Landi) EFZ,Crans-près-Céligny (VD)
128,1,Boesch Motorboote AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Lederwaren und Reiseartikel) EFZ,Kilchberg ZH (ZH)
129,1,Bootswerft Heinrich AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Möbel) EFZ,Kreuzlingen (TG)
130,1,Schiffswerk Leu Bootsbau GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Musikinstrumente) EFZ,Steckborn (TG)
131,1,Chantier Naval Jean-Yves Reymond Sàrl,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Tolochenaz (VD)
132,1,KIBAG Dienstleistungen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Papeterie) EFZ,Bäch SZ (SZ)
133,1,NAUTICA LUGANO,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Parfümerie) EFZ,Barbengo (TI)
134,1,Marina Rütenen AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Post) EFZ,Beckenried (NW)
135,1,Chantier naval Bootswerft,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Schuhe) EFZ,Cheyres (FR)
136,1,Onyx Nautic SA,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Spielwaren) EFZ,Clarens (VD)
137,1,Luthi & Fils SA Chantier Naval,2018,Detailhandelsfachmann/-frau Bewirtschaftung (Sportartikel) EFZ,Crans-près-Céligny (VD)
138,1,Bootswerft-Huber GmbH,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Teppich und Bodenbeläge) EFZ,Horgen (ZH)
139,1,Caminada AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Textil) EFZ,Horw (LU)
140,1,Bootswerft Seger AG,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Uhren-Schmuck-Edelsteine) EFZ,Kreuzlingen (TG)
141,1,CENTRE NAUTIQUE DU LANDERON S.A.,2019,Detailhandelsfachmann/-frau Bewirtschaftung (Zoofachhandel) EFZ,Le Landeron (NE)
142,1,Yachtwerft Portier AG,2019,Diätkoch/-köchin EFZ,Meilen (ZH)
143,1,Linssen Yachts Bodensee,2019,Drogist/in EFZ,Romanshorn (TG)
144,1,Hochmuth Bootsbau AG,2019,Drucktechnologe/-login EFZ,Stansstad (NW)
145,1,Schiffswerk Leu Bootsbau GmbH,2019,Drucktechnologe/-login (Bogendruck) EFZ,Steckborn (TG)
146,1,Chantier Naval Jean-Yves Reymond Sàrl,2018,Drucktechnologe/-login (Reprografie) EFZ,Tolochenaz (VD)
147,1,Stadtpolizei Zürich,2019,Drucktechnologe/-login (Rollendruck) EFZ,Zürich (ZH)
